white_id,white_rating
jakubsagitario17,1500
manosilva,1381
prantik_roychowdhury,1500
slavkor,1702
saeed65,1665
saeed65,1668
saeed65,1659
saeed65,1680
saeed65,1680
saeed65,1696
saeed65,1693
saeed65,1687
saeed65,1691
saeed65,1684
saeed65,1672
juliiiiien,1579
saeed65,1678
saeed65,1680
saeed65,1691
varujan1,1684
saeed65,1717
aynurr08,1626
saeed65,1722
saeed65,1730
saeed65,1724
lictes,1519
saeed65,1738
gangadhara,1656
observer65,1628
saeed65,1728
saeed65,1719
viktor1649,1687
saeed65,1721
squalltakuya,1696
saeed65,1718
saeed65,1709
saeed65,1704
saeed65,1695
hshahsavan,1518
saeed65,1683
saeed65,1694
sdeligiannis,1744
orangeandblue,1482
orangeandblue,1473
bigbossiokepa,1221
prietro,1481
bigbossiokepa,1500
uberfish96,1403
rhd1996,1365
businessman47,1163
businessman47,1153
businessman47,1158
businessman47,1147
joel49,1206
travis_jones,1103
businessman47,1127
businessman47,1111
qitcj,1172
businessman47,1136
businessman47,1160
epicchess66,795
koupito,1084
businessman47,1146
businessman47,1158
businessman47,1143
agsgags,1002
businessman47,1148
businessman47,1161
giangraletale3,1011
businessman47,1184
businessman47,1176
businessman47,1160
businessman47,1134
businessman47,1129
quantumbear,1026
businessman47,1140
quantumbear,995
businessman47,1156
businessman47,1178
silsal,1089
newfisher,1092
businessman47,1172
klimv,1112
businessman47,1131
josephelbouhessaini,1211
monchuchak,1834
martbryde,1742
martbryde,1742
shmelev_a,1500
josephelbouhessaini,1317
josephelbouhessaini,1317
julien63000,1500
monty1987,1940
snupi,1504
nacim,1590
edenshaul,1391
jonkjenn,1731
patroclos11,1686
edenshaul,1408
edenshaul,1418
romius,2010
pirs07,1908
edenshaul,1422
polou70,1523
edenshaul,1375
dude_perfect,1281
drluzuriaga,1221
dude_perfect,1278
muorota,950
dude_perfect,1270
dude_perfect,1245
dude_perfect,1240
dude_perfect,1255
wolfevelyn,874
seashark,1152
dude_perfect,1242
dude_perfect,1234
dude_perfect,1231
costarica89,909
dude_perfect,1218
jrcasady,1268
edvin1965,1017
prototip,1276
dude_perfect,1246
prototip,1190
dude_perfect,1249
dude_perfect,1249
dude_perfect,1249
darkdoc199,1138
dude_perfect,1256
darkdoc199,1111
chesslover2016,1667
fandm-lancaster,1252
caleb554,1689
fandm-lancaster,1255
carvaflu,2033
nspkumar79,1525
fandm-lancaster,1235
thejoker666_9,1444
fandm-lancaster,1246
fandm-lancaster,1257
daiodd,1495
vlepac,1790
fandm-lancaster,1266
fandm-lancaster,1278
fandm-lancaster,1290
fandm-lancaster,1293
fisisolo,958
joel_collado,1709
jprata,1755
fandm-lancaster,1296
lyonfab,1680
fandm-lancaster,1302
fandm-lancaster,1303
muhammadafifi,1473
dario1989,1774
fandm-lancaster,1302
fandm-lancaster,1313
gideoni,1809
fandm-lancaster,1323
portos555,1369
fandm-lancaster,1319
fandm-lancaster,1324
bayaw,1698
pranjul,1552
pablo1987,1289
fandm-lancaster,1297
fandm-lancaster,1300
fandm-lancaster,1302
fandm-lancaster,1282
fmendez,1453
pmeath,1235
robertov,1453
can_haz_kitteh,1338
fandm-lancaster,1208
fandm-lancaster,1213
annanutella09,1833
fandm-lancaster,1185
dzxtckfd,1848
fandm-lancaster,1188
wishiwasbetter,2035
hus1972,1609
hus1972,1584
bart123454352435,1374
milchvo,1813
hus1972,1503
g0030_rodionova-li,1669
hus1972,1467
hus1972,1429
drokosha,1453
hus1972,1385
gabbo2323,1235
giledo,1431
riki2,1763
hus1972,1306
ergnaas,1248
hus1972,1258
theanimal1990,1916
andry69,1788
hus1972,1155
hus1972,1132
hus1972,1113
hus1972,1102
hus1972,1102
sky1234,1023
hus1972,1098
siggicv8,1241
hus1972,1130
itams,1169
hus1972,1114
slavik26,1636
alanoytoro,1825
hus1972,1074
said12,1429
kevchod,1425
eminn,1451
kevchod,1424
kevchod,1436
kevchod,1426
bosi01,1419
deeptrouble,1399
kevchod,1441
kevchod,1453
kevchod,1464
marcossud185,1476
bocs,1497
kevchod,1472
kamaleon2016,1459
jankhead,1456
kevchod,1462
liveandletmate,1450
kevchod,1441
jonwlo,1451
kevchod,1461
madarsani,1465
kevchod,1462
georgesoros,1450
kevchod,1464
daduke,1417
kevchod,1443
tuing206,1471
kevchod,1465
flavioleo,1417
kevchod,1474
solomonmc,1510
jaxcdowns,1480
kevchod,1498
kevchod,1510
karatel44,1435
kevchod,1536
sigve,1514
kevchod,1559
kevchod,1568
moaffaq,1475
kevchod,1561
kevchod,1553
nurik88,1456
kevchod,1546
russoo,1543
kevchod,1547
alexandre_silva,1477
kevchod,1551
alexandre_silva,1472
jlb78,1436
alichess68,1567
rf81,1301
yan2003,1292
alichess68,1616
alichess68,1613
alichess68,1607
alichess68,1600
kekekeme,1580
cuatos,1711
meccanoidg15,2211
r_usiskin,2070
meccanoidg15,2196
pavlito83,2290
mag28512851,1962
paul-b,1966
meccanoidg15,2232
lthiagos,2169
meccanoidg15,2209
forza1234,1788
meccanoidg15,2202
meccanoidg15,2199
racimov,2178
meccanoidg15,2173
meccanoidg15,2167
parsichess,2080
meccanoidg15,2176
vahidmk,2018
klod42,1989
meccanoidg15,2147
meccanoidg15,2145
mehdi202020,1692
ajagab2466,1690
meccanoidg15,2129
ankit_007,2022
meccanoidg15,2146
gi30,1739
meccanoidg15,2155
meccanoidg15,2148
b-max211,1852
b-max211,1828
b-max211,1863
b-max211,1846
cachocarpi,1565
b-max211,1814
mohahakel,1741
b-max211,1712
codh,1832
ihsan2424,1921
sagidulls,1581
oyochess,1410
b-max211,1688
bulldogfan1998,1852
bulldogfan1998,1868
bulldogfan1998,1881
opposers,1854
bulldogfan1998,1885
bulldogfan1998,1864
rotsa_ruck,1832
bulldogfan1998,1859
bogazsemih,1913
guyfd2,1732
arda2828,1645
truthinthedetails,1663
volodya51,2063
serggas,1445
arda2828,1625
arda2828,1634
luho,2054
arda2828,1638
arda2828,1617
redsu,1727
arda2828,1638
littlekitty83,973
sigano,1170
acer987,1272
littlekitty83,999
littlekitty83,979
effinscience,906
ostal,1053
littlekitty83,1037
skorpom03,1059
littlekitty83,1036
showrov,1261
fahimpro,1351
littlekitty83,1071
littlekitty83,1064
alexeus1,1378
littlekitty83,1092
smiiey,1140
littlekitty83,1141
ohnoyoyo,1221
killerveee,1296
littlekitty83,1136
littlekitty83,1076
halikonu,1004
littlekitty83,1023
nag8rao,1190
tagirrtyu,1110
littlekitty83,1152
littlekitty83,1221
rjh24,1135
makar_batulin,1218
littlekitty83,1500
agatonsax,1500
tubaraoazul,1644
dylangaming1,1638
dylangaming1,1500
brandonbos,1480
brandonbos,1480
lostmase,1082
brandonbos,1480
torrent07,1359
manal,1350
brandonbos,1480
seravee,1357
brandonbos,1480
pekpekdestroyer,1500
djsmiranda,1444
brandonbos,1480
brandonbos,1480
firedarkdragon,1027
brandonbos,1480
brandonbos,1480
brandonbos,1480
onurduyuyorum,1225
brandonbos,1480
stitch_thb,1316
arissa,1082
brandonbos,1480
edmur11,1500
hasiara,1314
capocapocapo,1225
brandonbos,1480
brandonbos,1480
brandonbos,1480
brandonbos,1480
jdyerjdyer,1209
manda13,1500
manda13,1500
brandonbos,1480
brandonbos,1480
brandonbos,1480
misho1234,1276
ilnazgil,1475
yolo12,1301
brandonbos,1480
arpan1101,1500
brandonbos,1480
brandonbos,1480
hadibadakhshan,1498
brandonbos,1480
shreyposhiya,1109
luisroobert,1269
shreyposhiya,1197
valery2102,1637
shreyposhiya,1137
srddimt3,1181
shreyposhiya,1123
antalyalieto07,1290
cawfree,1297
shreyposhiya,1346
kaztiel,1545
carlosperez,1500
kakhoofd,1500
rufinot,1691
amiraliyosefi,1500
kakhoofd,1500
sergey67,1542
kakhoofd,1500
kakhoofd,1500
fixif,1500
dahabi,1876
gmboa64,1837
mister-xxx,1923
mister-xxx,1935
dahabi,1885
dahabi,1874
dahabi,1883
rabbit199,1872
dahabi,1907
rabbit199,1847
dahabi,1932
odxaan,1972
dahabi,1929
dahabi,1941
odxaan,1947
dahabi,1941
dahabi,1947
dahabi,1942
dahabi,1949
torerikmeek,1176
bassem8866,1259
jonnykabs,1307
malew89001,1691
blajvasile,1432
ruichess,1459
sabaka,1746
cutemano,1500
vlad3949,2001
mohammad1361,1759
mohammad1361,1757
omid_abadani,1853
kovlapav50,1579
mohammad1361,1768
mohammad1361,1775
epgs,1603
solomons19,1371
amin-s,1455
ri_chess,1581
ri_chess,1585
peymanpenman,1633
rainshower,1795
bu-bu,1489
ri_chess,1602
ri_chess,1591
raghav01,1547
ri_chess,1594
ri_chess,1578
ri_chess,1568
fallen_champs,1371
ezzdinus,1635
ri_chess,1576
ri_chess,1567
arbuke,1504
talal70,1600
ri_chess,1532
talal70,1629
ri_chess,1525
hunbee,1649
ri_chess,1525
ri_chess,1531
ri_chess,1545
success_11,1612
ri_chess,1534
paulo577,1600
mehdism,1533
ri_chess,1532
roncas,1632
ri_chess,1551
aymanzayat123,1628
ofirkr,1638
ri_chess,1575
p15611,1477
caje,1651
ri_chess,1598
ri_chess,1586
ri_chess,1585
kingsmagician,1671
tmkszch,1633
ri_chess,1616
andrea45,1939
fynjygtnhjd21,1423
ri_chess,1628
mailsupriya,1838
federermagic01,2067
mailsupriya,1825
federermagic01,2099
mailsupriya,1836
mailsupriya,1817
mailsupriya,1799
sreeni77,1867
mailsupriya,1771
trav7924,1861
andreybaunov,1728
mailsupriya,1786
polentxi,1500
masterblaster123,1684
mailsupriya,1782
grayomega,1809
mailsupriya,1805
mailsupriya,1803
myxavi4,1663
mailsupriya,1813
mailsupriya,1801
mailsupriya,1808
realehsan2000,1831
bonusminus,1480
mailsupriya,1806
mailsupriya,1798
mailsupriya,1804
igorcru4inin,1858
mailsupriya,1812
leebers,1847
evlogy,1888
mailsupriya,1839
mailsupriya,1846
mailsupriya,1845
tonhotranqueira,1997
chupa16,1976
alfilx,1841
shokoshokao,1235
step289,1924
gameboymaster49899,1693
gameboymaster49899,1683
alfonso573,1588
gameboymaster49899,1661
mrblue4030,1199
cursoexadep,1565
gameboymaster49899,1690
gameboymaster49899,1696
sanjack,1888
gameboymaster49899,1696
smekailo,1554
gameboymaster49899,1722
gameboymaster49899,1720
gameboymaster49899,1718
mostafa6461,1652
v1chess,1525
v1chess,1530
legendaryfatguy,1575
v1chess,1514
danielsmith,1602
v1chess,1538
v1chess,1541
valladorn,1708
fernalam28,1270
vinxitv,1733
cracking12345,1732
vinxitv,1733
cracking12345,1732
vinxitv,1733
cracking12345,1732
vinxitv,1733
cracking12345,1732
ducannguyen,1654
cracking12345,1732
cracking12345,1732
vinxitv,1733
vinxitv,1733
fabiking,1558
paulrizzi,1532
lordsantiago,1377
palos121,1429
butledge,1249
butledge,1249
butledge,1202
ellimist,1227
butledge,1134
vipvio,1500
bbkingo,1220
butledge,1278
butledge,1278
butledge,1278
paavel02,1500
butledge,1278
megdeg100,1018
butledge,1278
butledge,1278
betelgeuse1,1620
butledge,1278
gethwulf,1500
budaman,1546
butledge,1278
jamiecampos,1406
soskyy,1477
butledge,1364
king5891,1400
matsuyev,1423
king5891,1400
numer85,1290
pietro_desi,1530
shieldandsword88,1619
king5891,1400
elcabrero,1302
king5891,1400
king5891,1400
valahul,1741
king5891,1400
albertocdj,1766
qaplah,1437
kir3740,1352
ching_wong,1631
gtaube,1559
king5891,1400
king5891,1400
niroggo,1171
robotec,1318
king5891,1400
king5891,1400
archibaldy,1371
king5891,1400
edwardteachh,1675
booool,1515
king5891,1400
meilong,1366
angrymolerat,1589
king5891,1400
king5891,1400
robopinguino,1566
whatnext,1356
king5891,1400
kangaroodefense,1500
king5891,1400
king5891,1400
itaj4230,1442
rembrandt16,1532
momozy2017,1385
rembrandt16,1537
alex_renegade,1470
ninoelle,1477
rembrandt16,1556
rembrandt16,1552
rembrandt16,1545
ambassador1,1517
prasanth1981,1514
tevassaulius,1552
swagmeister9000,1499
rembrandt16,1492
rembrandt16,1484
mahoni_1453,1394
rembrandt16,1491
rembrandt16,1508
ru5tam,1275
rembrandt16,1514
terrormt,1482
peoncitoportenio,1552
shgtufhg14f2456654,1455
theotherguy,1352
rembrandt16,1507
rembrandt16,1496
lorenscaglia,1461
rembrandt16,1475
gmanderson,2193
gmanderson,2193
konzolatomic,1927
gmanderson,2193
chessmaster987,1996
sasha046,1799
gmanderson,2193
sasha046,1799
kells,2145
sevaphilya,1814
gmanderson,2193
gmanderson,2193
solom_9005,2037
gmanderson,2105
gmanderson,2029
dlvillela,1939
gmanderson,2115
dlvillela,1953
gmanderson,1500
khalidm,1861
gmanderson,1500
jfthechessmaster,2119
whatnext,1281
gmanderson,1500
poblet,1633
alexandr-l,1667
magnus,1645
instriker,1653
nemo95,1666
lobnik,1679
instriker,1641
instriker,1629
karibbean972,1588
salientfact,2222
martin1986,2070
littlecherry1107,1287
toni90,1081
rps_1899,2126
rps_1899,2126
cantona85,1659
anirbanplus,1911
shongwesf,2009
rps_1899,2126
rps_1899,2126
rps_1899,2126
jtg2016,2047
rps_1899,2126
evannathag,1673
giovannipaoloii,1768
lupevi,2057
ranko898,2101
gala22,1975
rps_1899,1790
rps_1899,1500
ipodvez2015,1642
b0nes,1251
binder47,1091
mustangsally,1306
binder47,1183
loliponche,1236
intimak,1662
sam4923,1718
wei2,1615
staskamaev,1549
ajm37,1488
part74,1491
bagremsky,1746
part74,1460
siberia70,1825
part74,1448
part74,1433
part74,1442
part74,1453
ramadani_s,1550
part74,1452
mohsen4630,1647
part74,1434
part74,1412
part74,1393
part74,1372
sprecherscrow,1298
tara12,1423
ruiago,1311
part74,1383
cormooo,1333
dellinspiron25,1522
dellinspiron25,1537
benev82,1433
dellinspiron25,1544
rakhimovv,1657
jgtbfh,1853
clzwlx,1491
dellinspiron25,1525
dellinspiron25,1504
dellinspiron25,1493
angeldq,1685
marcelo905,1862
dellinspiron25,1496
checkers-network,1908
dellinspiron25,1500
dellinspiron25,1482
nastygrapefruit,1500
jjoyce86,1566
dellinspiron25,1497
dellinspiron25,1480
eduardrnd,1675
dellinspiron25,1474
29rus,1492
chuy0707,1540
potatietots,1570
potatietots,1574
potatietots,1587
belo123,1576
marcuslavour,1299
stalin1941,1507
potatietots,1574
potatietots,1576
potatietots,1560
copaa,1253
potatietots,1538
movieless,1354
fandm-lancaster,1183
potatietots,1548
jps80,1304
potatietots,1558
fabio71,1572
potatietots,1555
potatietots,1563
potatietots,1563
bilalbilal,1421
totosal,1563
kingcrazy99,1336
danielsubreal,1525
kingcrazy99,1349
julien63000,1468
kingcrazy99,1360
kingcrazy99,1344
ndjen,1474
12ss34,1615
kingcrazy99,1338
kingcrazy99,1345
kingcrazy99,1351
kingcrazy99,1360
reclaus,1445
kingcrazy99,1353
kingcrazy99,1342
chien11110,1696
kingcrazy99,1348
kingcrazy99,1356
karelmmm,1596
paddycologne,1525
kingcrazy99,1362
paddycologne,1534
narkruin,1497
kingcrazy99,1372
kingcrazy99,1375
garullus,1454
kingcrazy99,1392
bazarmalikmaulana,1479
tabia777,1341
kingcrazy99,1399
peterw,1564
ocramx,1440
kingcrazy99,1381
celtica,1651
mahan6,1347
kingcrazy99,1376
kazikkizak,1383
cheussr,1489
seilon,1429
kingcrazy99,1431
midohazem,2005
smalex,2285
throwaway10825,1500
piley159,1370
chatochess,1514
maninblack909,1311
piley159,1369
piley159,1344
kupres,1880
nanang8231,1807
piley159,1253
usereal168,1632
piley159,1232
sy_nc,1359
piley159,1210
piley159,1210
piley159,1221
mimik29,1157
piley159,1201
mimik29,1207
piley159,1179
jamazing01,1315
piley159,1166
skids19,1197
piley159,1163
craigi70,1152
piley159,1156
piley159,1154
jeb90,1348
damian910801,1322
piley159,1153
piley159,1152
lyfrules,1064
piley159,1144
krizantem_579686,1192
grandmasterblr,1106
piley159,1157
grandmasterblr,1076
grandmasterblr,1083
varech29,1189
piley159,1151
arsy,1236
raptorfurax,1301
piley159,1148
piley159,1155
darkdevilish,1660
valeriansg,1751
soldierofsatan,1961
badpuppy,1848
chesstime107,1838
seg32,1977
honza7,1868
honza7,1835
sriramprasad,1769
mishkajap,1473
honza7,1755
mishkajap,1481
honza7,1697
mishkajap,1492
honza7,1603
honza7,1500
mdware,1492
ryan94,1356
misfox,1208
nano51,1513
misfox,1175
misfox,1175
cilentano002,1673
misfox,1175
alex_1396,1462
brun0,1473
amaozinhadotemer,1155
misfox,1137
amaozinhadotemer,1234
misfox,1097
muddel,1901
krzychupogromca12,1500
misfox,1097
misfox,1101
jpadron19,1633
misfox,1107
salemfennir,1273
misfox,1155
misfox,1158
comm74ru,1517
sasa123,1551
pal2310,1703
pal2310,1703
leonard80,1677
pal2310,1703
pal2310,1703
brainwave57,1682
yolanda23,1579
pal2310,1722
pal2310,1722
iceprincess,1767
pal2310,1722
pal2310,1722
shevchenko_vlad,1674
pal2310,1727
pal2310,1727
ion1943,1856
burovik,1670
pal2310,1744
estocad,1897
stasi5,1732
pal2310,1747
pal2310,1749
pal2310,1749
pal2310,1738
balash,1632
olek333,1857
kovach,1776
pal2310,1715
tigerle,1798
pal2310,1714
hussein1999,2076
pal2310,1714
mikan25b,1800
pal2310,1714
mikan25b,1800
kovlapav50,1651
pal2310,1737
mussomarco,1647
pal2310,1737
pal2310,1737
lmr1,1868
blazingdragon,1549
the_old_newbie,1772
blazingdragon,1559
fa_48,1664
blazingdragon,1578
mogensdk,1835
blazingdragon,1593
monah11,1620
blazingdragon,1567
monah11,1646
blazingdragon,1538
safeer_1111,1859
lecarpentier,1370
blazingdragon,1565
blazingdragon,1571
yavor_20,1748
blazingdragon,1575
stefanmasch,1840
v_clava38,1698
blazingdragon,1557
gabifdez,1452
mednikov,1666
gennai,1575
basis,1701
blazingdragon,1570
blazingdragon,1556
joe65,1597
blazingdragon,1529
board2016,1623
steve4000,1752
blazingdragon,1549
blazingdragon,1557
janko111,1663
robson_granmaster,1644
blazingdragon,1573
brunozaurus,1611
eppospaargaren,1548
blazingdragon,1555
blazingdragon,1559
blazingdragon,1570
rogergasparov,1640
tkwadrat,1600
holylowy,1728
tuas,1643
zortex24,1822
blazingdragon,1569
shiro94,1579
pepejb,1706
blazingdragon,1543
pavel1503,1805
ioansanders,1500
rackot,1413
caramelo1948,1500
ioansanders,1500
chess965,1706
davide86,1347
claner,1644
alexmorato,939
kishan11,1458
lado3,1449
alexmorato,949
alexmorato,961
bassboy,963
lewispugdog,1046
yigitberkekinci,1500
helykopter33,1306
chessguy9001,1259
chessguy9001,1272
chessguy9001,1278
chessguy9001,1265
chessguy9001,1265
chessguy9001,1265
chessguy9001,1264
chessguy9001,1278
grizzlebear,1282
urag,1500
chessguy9001,1271
thib,964
chessguy9001,1270
chessguy9001,1277
wisepanther,1370
wisepanther,1370
sonsofthunder,1366
wisepanther,1442
wisepanther,1495
ljuta85,1387
minertyler100,1264
koyados,1554
wisepanther,1586
adamsandler,2103
anejbegunje,2188
vinc123,2066
anejbegunje,2180
anejbegunje,2190
anejbegunje,2201
racger,2104
anejbegunje,2226
chittari,2330
zorandjordje,2121
anejbegunje,2218
artisom_2017,2151
anejbegunje,2221
cozychess,2194
anejbegunje,2221
anejbegunje,2230
lebeusz,2276
anejbegunje,2230
anejbegunje,2226
anejbegunje,2218
mitchell82,2225
anejbegunje,2199
anejbegunje,2199
habboush,2179
agri1989,1502
stigdagerman,1368
agri1989,1488
afshinhajari,1470
agri1989,1513
buffo,1514
agri1989,1534
agri1989,1523
rubenzarco,1550
egeozbakir1,810
efeozbakir1,1209
efeozbakir1,1210
efeozbakir1,1211
hmos,1586
efeozbakir1,1255
efeozbakir1,1179
efeozbakir1,1188
francekonjar,1718
papi23,1733
bauerl95,1483
thepawnsofwrath,1378
thepawnsofwrath,1387
thepawnsofwrath,1421
thepawnsofwrath,1391
krissy33,1461
krissy33,1476
casta73,1180
thepawnsofwrath,1394
zbigniewes,1638
thepawnsofwrath,1439
nikolay4,1483
daesh001,1447
thepawnsofwrath,1498
thepawnsofwrath,1561
xaneca,1500
thepawnsofwrath,1624
marvaey,1430
jcdelhermet,1524
thepawnsofwrath,1500
peeko27,1500
magnus_dong,1508
magnus_dong,1508
magnus_dong,1508
magnus_dong,1508
rudiansyah,1500
magnus_dong,1508
exoc,1500
destroyedbysystem,1238
magnus_dong,1500
janfrode,1693
magnus_dong,1500
isp,1622
chiesu,1160
norris,1418
valmasia3,1930
michaelfield,1761
michaelfield,1745
eka7777,1750
michaelfield,1733
yonaltimur,2108
yonaltimur,2105
yonaltimur,2101
grant12345,1852
michaelfield,1759
michaelfield,1749
michaelfield,1763
gregmillsusa1,1809
nvkrk,1801
marcelo1957,1711
jovan_kingofkings,1712
waheed500,1764
urbater,1737
jovan_kingofkings,1734
alexmlg,1696
jovan_kingofkings,1712
madoscmossco,1734
zaid-taha,1796
heek7133,1720
jovan_kingofkings,1704
jovan_kingofkings,1718
vsulca,1779
jovan_kingofkings,1737
borisba,1888
torosentado,1852
jovan_kingofkings,1772
aleks1963,1799
calypso13,1820
teleport,1734
donthya2014,1696
saleh1999,1695
jovan_kingofkings,1780
aivotulehdus,1914
jovan_kingofkings,1786
giroy,1882
jovan_kingofkings,1792
pankr,1760
ykaya,1818
jovan_kingofkings,1785
wolf1108,1215
monged01,1687
serg0901,1316
wolf1108,1261
serg0901,1228
ineedhacks,1255
goerchdrunk,1391
danielgraham88,1142
danielgraham88,1162
evgentar,1204
miland,1229
scuttlebutts,1336
danielgraham88,1150
sami55,1450
q65,1425
jan_czajkowski,1452
ineedhacks,1255
danielgraham88,1108
ineedhacks,1255
ineedhacks,1255
danielgraham88,1108
ineedhacks,1255
danielgraham88,1142
danielgraham88,1107
danielgraham88,1107
vanhoan,1581
amateur_pawn_star,1505
frankiestomps,1493
patosov,1494
amateur_pawn_star,1497
taw12,1572
amateur_pawn_star,1492
lena_terentieva,1511
amateur_pawn_star,1513
giamfede,1478
amateur_pawn_star,1513
saiftopa1234,1322
erfan_yazd,1504
amateur_pawn_star,1502
amateur_pawn_star,1491
artmanua,1512
amateur_pawn_star,1502
thierry972,1497
sckynie,1430
bobo2709,1465
amateur_pawn_star,1476
soldier6534,1501
divinchi,1531
amateur_pawn_star,1483
angelmufato,1491
amateur_pawn_star,1480
amateur_pawn_star,1479
shusudukuto,1468
amateur_pawn_star,1479
david_roussel,1624
amateur_pawn_star,1476
amateur_pawn_star,1467
amateur_pawn_star,1479
oscar6905,1489
amateur_pawn_star,1467
hatem60010,1578
amateur_pawn_star,1466
dav54,1532
amateur_pawn_star,1462
dav54,1536
amateur_pawn_star,1457
diegobdreis,1422
amateur_pawn_star,1481
death_machine,1477
gegianni,1500
chessgal2003,1407
toddone,1500
octavarium,1937
marco753,2141
chessgal2003,1500
quazimodo,1342
sofaki23,1254
om1665061,1184
om1665061,1203
minelkayra,1329
gangioli,1325
skerre,1500
om1665061,1233
denis21,1567
amigoajedrez,1681
om1665061,1189
om1665061,1162
bananobama,1446
fairygirl,2404
oreo_or_orion,1616
metinnazlioglu,1499
xx_domi_xx,1405
xx_domi_xx,1302
greenmachine,989
greenmachine,989
chingisl,1610
greenmachine,989
egberttalens,1538
greenmachine,1003
greenmachine,958
labrute,1500
greenmachine,963
greenmachine,978
vaka-waka,1172
greenmachine,1032
hossein2611,1142
tenderheartpirate,1424
t3v3a3d,1691
ivan86,1471
nicopeintre06,1440
lcover,1450
lcover,1455
lcover,1454
yak42,1508
lcover,1425
katerina1965,1580
lcover,1418
andrey33,1545
lcover,1392
lcover,1382
stlan,1347
lcover,1395
lcover,1418
lcover,1423
killerkitten,1500
adamzhorzhevych,1457
lcover,1421
velvetgreen,1464
spicybeef189,1363
pierreleblanc,1653
izaulima,1710
lcover,1465
izaulima,1701
mrmist,1554
lcover,1488
souayahmustafa,1579
lcover,1482
zainescu,1528
lcover,1467
mkovalev,1559
giveupthegoods,1549
kingthechess2017,1436
urakov,1858
lcover,1431
lcover,1443
o4leaf,1661
javad7777,1073
whitegaba,1551
samuelpro,1155
mednikov,1780
samuelpro,1157
samuelpro,1164
cullarvega,1563
akamil1982,1805
samuelpro,1209
samuelpro,1215
peachunited,1515
samuelpro,1002
samuelpro,1009
pablog2200,1511
samuelpro,1027
magic007,1264
samuelpro,1072
samuelpro,1073
hairy-conniption,1793
davidsursuippe,1374
maxzana,1539
samuelpro,1149
gigimargadecolmar,1535
michele2611,1500
samuelpro,856
mohamedn,1435
turan07,1828
hugues2908,1353
hugues2908,1347
hugues2908,1334
omar78,1079
hugues2908,1314
chessgeorge,1052
carlosamadorsanchez,1100
iwikipedia,1393
carlosamadorsanchez,1100
the_fran000,1027
carlosamadorsanchez,1065
ricsiblanka,1085
carlosamadorsanchez,1104
carlosamadorsanchez,1130
fatalrhyme,1125
carlosamadorsanchez,1152
carlosamadorsanchez,1112
carlosamadorsanchez,1141
nayef-26,1080
scottgodzaza,1152
fildascz,1145
carlosamadorsanchez,1205
carlosamadorsanchez,1216
alle915,1141
amoranguzman,1018
carlosamadorsanchez,1208
djbaseball46,1195
carlosamadorsanchez,1221
megashira,1054
cristianoconcurseiro,1703
kasparovd0311,1455
kasparovd0311,1433
kasparovd0311,1469
valfon,1785
mariale200,1315
kasparovd0311,1466
manipin,1585
ajps17,1907
lapeque,1291
julianny10,1278
kasparovd0311,1515
kasparovd0311,1473
manipin,1610
ajps17,1907
mariale200,1299
ufuk53,1430
yuriy_yosyfovych,1576
yriy555,1901
chees29,1093
chees29,1117
vladimir56,1169
chees29,1106
diptargho,1251
chees29,1128
chees29,1146
shaka88,1254
tashy,1228
ahmed_chess11,1705
chees29,1158
chessinprogress,1759
chees29,1167
pbjtraining,2023
catire25,1426
chees29,1200
catire25,1427
lapeque,1303
chees29,1155
chees29,1155
chees29,1170
chees29,1173
lapeque,1278
kasparovd0311,1473
chees29,1264
ajps17,1907
catire25,1420
chees29,1277
carlosgodot,1804
chees29,1406
chees29,1231
brane1974,1466
chees29,1500
monstruodelnorte,1127
barack01,1242
monstruodelnorte,1104
monstruodelnorte,1138
monstruodelnorte,1186
monstruodelnorte,1256
monstruodelnorte,1102
monstruodelnorte,1205
hakimlbh,1311
monstruodelnorte,1500
rescinded,1676
journey_to_nm,2001
arbal,1629
mrzoom47,1582
mrzoom47,1582
xblazin_grape,1079
mrzoom47,1582
borreebuckets,1410
borreebuckets,1500
mrzoom47,1582
borreebuckets,1500
mrzoom47,1582
xblazin_grape,1143
mrzoom47,1591
xblazin_grape,1143
xblazin_grape,1143
mrzoom47,1591
mrzoom47,1591
synt3grate,924
viamilitaris,918
matheussouza50,1146
synt3grate,1077
devas5k,1196
synt3grate,1362
pandavader_1,989
wchermanne,1033
synt3grate,1362
synt3grate,1500
mobin1388,1847
sl13f,1555
mobin1388,1856
didaiddi,1681
mobin1388,1868
barobeyi,1741
mobin1388,1881
paperknight,1573
mobin1388,1871
mobin1388,1858
mobin1388,1846
eibar,1836
mobin1388,1841
mobin1388,1826
chess7127,1626
mobin1388,1818
fliabergo,1901
samaraman,1791
mobin1388,1792
mobin1388,1780
alex_cos,1456
mobin1388,1802
miro61,2031
storm_100,2182
shayanaghaie,2062
mobin1388,1828
mobin1388,1821
shakailham,1915
mobin1388,1791
shakailham,1922
mobin1388,1810
jorge61gelp,1822
mobin1388,1784
mobin1388,1788
raspoutine250,1461
cliward132,1094
cliward132,1104
rodrigobrugger,1633
bosi01,1506
cliward132,1109
fonbender,1709
truscas,1302
cliward132,1084
hazba86,1732
ic1moveahead,2022
cliward132,1086
strudel,1651
bharatt,1319
somo,1683
cliward132,1080
cliward132,1092
cymon,1707
iruivo,1425
cliward132,1121
cliward132,1121
cliward132,1126
papalock,1778
ramy11,1186
hans769,1476
idrante,1884
sebastiatamarit,1494
siindbad,2335
grigorich,2271
siindbad,2307
